# t	yaw	pitch	roll	yaw_velocity	pitch_velocity	roll_velocity	wheel_velocity	X	Y	T	V	drive_imp	wheel_imp
2.39	-0.0292386	0.0744398	0.0377186	0.0320822	0.0774765	-0.00227662	-0.172683	0.134464	-0.0161271	9.55145	343.68	-0.2	0
2.4	-0.0290926	0.075754	0.0375157	0.013061	0.131598	-0.00473027	-0.307893	0.135975	-0.0163392	10.2159	343.659	-0.2	0.15
2.41	-0.0292201	0.0763021	0.0365025	-0.0132882	0.0547391	-0.0447143	-0.126036	0.136515	-0.0171408	10.8617	343.624	-0.2	0.15
2.42	-0.0289567	0.0762852	0.0350834	0.0261171	-0.00165033	-0.0641241	-0.0740253	0.136334	-0.0183637	11.5479	343.627	0	0.15
2.43	-0.0290104	0.0755197	0.0341953	-0.0050959	-0.0765801	-0.0428755	0.131232	0.135212	-0.0188911	11.4977	343.611	0	0.15
2.44	-0.0287482	0.0743756	0.0335192	0.026585	-0.114389	-0.0353503	0.286313	0.133617	-0.0191985	11.4657	343.636	0	0.15
2.45	-0.0288966	0.0725482	0.0330318	-0.0145148	-0.18277	-0.0296042	0.480289	0.131166	-0.0192646	11.4612	343.634	0	0
2.46	-0.0286658	0.0713214	0.0328636	0.0231797	-0.122639	-0.0121917	0.29857	0.129436	-0.0190653	11.3708	343.671	0	0
2.47	-0.0289306	0.0704941	0.0326452	-0.0264383	-0.0827372	-0.0139822	0.25618	0.128187	-0.0188408	11.2978	343.671	0	0
2.48	0.0363902	0.0701326	0.033131	0.0126409	-0.0362135	-0.0261821	0.0375377	0.127474	-0.0189401	11.2401	343.719	0	0.15
2.49	0.0360906	0.0693048	0.033439	-0.0301269	-0.0827639	-0.0102504	0.260246	0.126164	-0.0188732	11.2377	343.842	0	0
2.5	0.0362444	0.0687483	0.0336735	0.0151842	-0.0556564	-0.00790926	0.1977	0.125183	-0.0187654	11.154	343.911	0	0
2.51	0.0358974	0.0685224	0.0339258	-0.0348453	-0.022555	-0.009731	0.118837	0.124586	-0.0185831	11.0967	343.979	0	0
2.52	0.036037	0.0686672	0.0341744	0.0139226	0.0144619	-0.010972	0.0308808	0.124422	-0.0184947	11.0536	344.066	0	0
2.53	0.0356797	0.0691429	0.0344368	-0.0356597	0.0476378	-0.0127687	-0.0420111	0.124637	-0.0183425	11.0144	344.168	-0.2	0
2.54	0.0359847	0.0698492	0.0346284	0.0306908	0.0705753	-0.0101597	-0.0965769	0.12511	-0.0184144	11.7095	344.269	-0.2	0
2.55	0.0359098	0.0705663	0.0351139	-0.00704619	0.0716984	-0.0253585	-0.196465	0.125572	-0.0185317	12.4047	344.32	-0.2	0.15
2.56	0.0363588	0.0704035	0.0362073	0.0445971	-0.0163906	-0.0487628	0.102634	0.124933	-0.0192756	13.1327	344.344	0	0.15
2.57	0.0363319	0.0693689	0.0368843	-0.00391895	-0.10344	-0.0264609	0.313455	0.123205	-0.0194507	13.1017	344.352	0	0
2.58	0.0367927	0.0686844	0.0372654	0.0447367	-0.0686515	-0.012929	0.302437	0.121879	-0.0193756	13.0302	344.369	0	0
2.59	0.0367168	0.0681759	0.0376411	-0.00865769	-0.0508178	-0.0139411	0.220479	0.12075	-0.0191882	12.9667	344.365	0	0
2.6	0.0371321	0.0678885	0.0379832	0.0406083	-0.0289501	-0.0131621	0.176842	0.119869	-0.0190353	12.9052	344.35	0	0
2.61	0.0370631	0.0678698	0.0383192	-0.00752169	-0.00183853	-0.013751	0.113655	0.119297	-0.0188455	12.8458	344.351	0	0
2.62	0.0374741	0.0680416	0.0386492	0.0406741	0.0169394	-0.013982	0.0735373	0.118927	-0.0186975	12.7894	344.339	0	0
2.63	0.0374401	0.0684199	0.0389718	-0.00355455	0.0378494	-0.0144318	0.0259232	0.118796	-0.0185205	12.7367	344.321	-0.2	0
