# t	yaw	pitch	roll	yaw_velocity	pitch_velocity	roll_velocity	wheel_velocity	X	Y	T	V	drive_imp	wheel_imp
1.72	-0.982532	-0.0155207	0.172041	-5.32944	0.0158884	-0.132495	-3.63564	0.448688	0.0296529	9.79088	176.206	0.1	0
1.73	-1.0421	-0.0150942	0.170215	-5.34763	0.0426484	-0.182602	-3.58515	0.457649	0.0451143	10.3318	176.303	0.1	0
1.74	-1.10152	-0.0144122	0.168268	-5.34629	0.0681973	-0.194666	-3.56613	0.465753	0.0612913	10.8399	176.357	0.1	0
1.75	-1.16123	-0.0134016	0.167311	-5.39529	0.101066	-0.0957221	-3.46082	0.473956	0.0777099	11.385	176.424	0.1	0.2
1.76	-1.22134	-0.0149263	0.166612	-5.46581	-0.152473	-0.0699386	-3.25612	0.481074	0.0911935	11.132	176.439	0	0
1.77	-1.27242	-0.0145353	0.166796	-4.63154	0.0390959	0.0184283	-2.87411	0.487247	0.105952	10.6706	176.451	0.1	0
1.78	-1.32419	-0.0149282	0.166023	-4.63541	-0.0392925	-0.0773296	-3.36923	0.492523	0.119964	11.3042	176.501	0.1	0
1.79	-1.37686	-0.0147483	0.165298	-4.769	0.0179972	-0.0725076	-3.04781	0.496906	0.135049	11.928	176.518	0.1	0
1.8	-1.42954	-0.0146317	0.163309	-4.75594	0.0116563	-0.198859	-3.21028	0.500027	0.150131	12.5799	176.567	0.1	0
1.81	-1.48289	-0.0142943	0.160607	-4.83872	0.0337376	-0.270168	-3.16166	0.501919	0.165492	13.2643	176.609	0.1	0
1.82	-1.5375	-0.0141404	0.158532	-4.95167	0.0153976	-0.207557	-3.33276	0.503565	0.180656	14.0393	176.68	0.1	0
1.83	-1.59256	-0.0136092	0.156631	-5.02001	0.0531136	-0.19006	-3.21209	0.504121	0.196171	14.7623	176.732	0.1	0
1.84	-1.64823	-0.0127947	0.153515	-5.08793	0.0814566	-0.311622	-3.24004	0.503363	0.211762	15.5737	176.805	0.1	0.2
1.85	-1.70475	-0.0137882	0.152189	-5.2478	-0.0993584	-0.132552	-2.69508	0.503698	0.225102	15.6639	176.873	0	0
1.86	-1.75164	-0.0134188	0.149703	-4.29609	0.0369456	-0.248608	-2.77637	0.502234	0.238184	15.2169	176.95	0.1	0
1.87	-1.8001	-0.0128722	0.146976	-4.46361	0.0546633	-0.272745	-2.75319	0.500075	0.251334	16.0765	177.014	0.1	0
1.88	-1.84956	-0.012042	0.144287	-4.57596	0.0830176	-0.268908	-2.72487	0.497241	0.264529	16.9523	177.096	0	0.2
