# RNG_SEED = 1296062363
# FITNESS = 99.9998
# 
# INPUT_SIZE     = 2
# HIDDEN_SIZE    = 5
# OUTPUT_SIZE    = 1
# ELITISM        = 0.2
# CROSSOVER_PROB = 0.4
# MUTATION_PROB  = 0.9
# MUTATION_RATE  = 0.0666667
# MUTATION_SIZE  = 5
# NUM_RUNS       = 3
# BANG_SIZE      = 1
# MAX_EVAL_TIME  = 100
# SCORE_ANG      = 0.1309
# 
# digraph brain {
#   splines=false; nodesep=1; ranksep="1.5 equally"; rankdir=LR;
#   I0 -> H0 [headlabel=0.49,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H1 [headlabel=-8.48,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H2 [headlabel=14.5,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H3 [headlabel=-17,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I0 -> H4 [headlabel=-6.27,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   I1 -> H0 [headlabel=-2.28,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H1 [headlabel=6.88,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H2 [headlabel=8.37,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H3 [headlabel=-2.53,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   I1 -> H4 [headlabel=0.911,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H0 -> O0 [headlabel=-5.04,color="#1f77b4",fontcolor="#1f77b4",fontsize=10,labeldistance=3];
#   H1 -> O0 [headlabel=-3.45,color="#ff7f0e",fontcolor="#ff7f0e",fontsize=10,labeldistance=3];
#   H2 -> O0 [headlabel=-14.5,color="#2ca02c",fontcolor="#2ca02c",fontsize=10,labeldistance=3];
#   H3 -> O0 [headlabel=-0.992,color="#d62728",fontcolor="#d62728",fontsize=10,labeldistance=3];
#   H4 -> O0 [headlabel=6.63,color="#9467bd",fontcolor="#9467bd",fontsize=10,labeldistance=3];
#   { rank=same; I0 I1 }
#   { rank=same; H0 H1 H2 H3 H4 }
#   { rank=same; O0 }
# }
# t	theta	thetadot	torque	fitness
55.9	0.000978	0.000659	0	55.9
55.9	0.000985	0.000756	0	55.9
55.9	0.000993	0.000853	0	55.9
55.9	0.001	0.000951	0	55.9
55.9	0.00101	0.00105	0	55.9
55.9	0.00102	0.00115	0	55.9
55.9	0.00104	0.00125	0	55.9
55.9	0.00105	0.00135	0	55.9
56	0.00106	0.00146	0	55.9
56	0.00108	0.00156	0	56
56	0.00109	0.00167	0	56
56	0.00111	0.00178	0	56
56	0.00113	0.00189	0	56
56	0.00115	0.002	0	56
56	0.00117	0.00211	0	56
56	0.00119	0.00223	0	56
56	0.00121	0.00234	0	56
56	0.00124	0.00246	0	56
56.1	0.00126	0.00259	0	56
56.1	0.00129	0.00271	0	56.1
56.1	0.00132	0.00284	0	56.1
56.1	0.00135	0.00297	0	56.1
56.1	0.00138	0.0031	0	56.1
56.1	0.00141	0.00324	0	56.1
56.1	0.00144	0.00338	0	56.1
56.1	0.00148	0.00352	0	56.1
56.1	0.00151	0.00367	0	56.1
56.1	0.00155	0.00382	0	56.1
56.2	0.00159	0.00397	0	56.1
56.2	0.00163	0.00413	0	56.2
56.2	0.00167	0.00429	0	56.2
56.2	0.00171	0.00446	0	56.2
56.2	0.00176	0.00463	0	56.2
56.2	0.00181	0.00481	0	56.2
56.2	0.00181	-0.00502	-1	56.2
56.2	0.00176	-0.00484	0	56.2
56.2	0.00171	-0.00467	0	56.2
56.2	0.00166	-0.00451	0	56.2
56.3	0.00162	-0.00435	0	56.2
56.3	0.00158	-0.00419	0	56.3
56.3	0.00154	-0.00404	0	56.3
56.3	0.0015	-0.00389	0	56.3
56.3	0.00146	-0.00374	0	56.3
56.3	0.00142	-0.0036	0	56.3
56.3	0.00139	-0.00346	0	56.3
56.3	0.00135	-0.00333	0	56.3
56.3	0.00132	-0.0032	0	56.3
56.3	0.00129	-0.00307	0	56.3
56.4	0.00126	-0.00295	0	56.3
56.4	0.00123	-0.00282	0	56.4
56.4	0.0012	-0.0027	0	56.4
56.4	0.00117	-0.00259	0	56.4
56.4	0.00115	-0.00247	0	56.4
56.4	0.00113	-0.00236	0	56.4
56.4	0.0011	-0.00225	0	56.4
56.4	0.00108	-0.00215	0	56.4
56.4	0.00106	-0.00204	0	56.4
56.4	0.00104	-0.00194	0	56.4
56.5	0.00102	-0.00184	0	56.4
56.5	0.001	-0.00174	0	56.5
56.5	0.000986	-0.00164	0	56.5
56.5	0.00097	-0.00155	0	56.5
56.5	0.000955	-0.00145	0	56.5
56.5	0.000941	-0.00136	0	56.5
56.5	0.000927	-0.00127	0	56.5
56.5	0.000915	-0.00118	0	56.5
56.5	0.000904	-0.00109	0	56.5
56.5	0.000894	-0.000998	0	56.5
56.6	0.000884	-0.000911	0	56.5
56.6	0.000875	-0.000825	0	56.6
56.6	0.000867	-0.000739	0	56.6
56.6	0.000861	-0.000655	0	56.6
56.6	0.000854	-0.000571	0	56.6
56.6	0.000849	-0.000487	0	56.6
56.6	0.000845	-0.000404	0	56.6
56.6	0.000841	-0.000321	0	56.6
56.6	0.000838	-0.000239	0	56.6
56.6	0.000836	-0.000157	0	56.6
56.7	0.000835	-7.48e-05	0	56.6
56.7	0.000835	7.11e-06	0	56.7
56.7	0.000835	8.9e-05	0	56.7
56.7	0.000837	0.000171	0	56.7
56.7	0.000839	0.000253	0	56.7
56.7	0.000842	0.000336	0	56.7
56.7	0.000845	0.000418	0	56.7
56.7	0.00085	0.000501	0	56.7
56.7	0.000855	0.000585	0	56.7
56.7	0.000862	0.000669	0	56.7
56.8	0.000869	0.000754	0	56.7
56.8	0.000877	0.00084	0	56.8
56.8	0.000886	0.000926	0	56.8
56.8	0.000895	0.00101	0	56.8
56.8	0.000906	0.0011	0	56.8
56.8	0.000917	0.00119	0	56.8
56.8	0.00093	0.00128	0	56.8
56.8	0.000943	0.00137	0	56.8
56.8	0.000957	0.00147	0	56.8
56.8	0.000972	0.00156	0	56.8
56.9	0.000988	0.00166	0	56.8
56.9	0.00101	0.00176	0	56.9
56.9	0.00102	0.00186	0	56.9
56.9	0.00104	0.00196	0	56.9
56.9	0.00106	0.00206	0	56.9
56.9	0.00108	0.00216	0	56.9
56.9	0.00111	0.00227	0	56.9
56.9	0.00113	0.00238	0	56.9
56.9	0.00115	0.00249	0	56.9
56.9	0.00118	0.00261	0	56.9
57	0.00121	0.00273	0	56.9
57	0.00123	0.00284	0	57
57	0.00126	0.00297	0	57
57	0.00129	0.00309	0	57
57	0.00132	0.00322	0	57
57	0.00136	0.00335	0	57
57	0.00139	0.00349	0	57
57	0.00143	0.00363	0	57
57	0.00146	0.00377	0	57
57	0.0015	0.00391	0	57
57.1	0.00154	0.00406	0	57
57.1	0.00158	0.00422	0	57.1
57.1	0.00163	0.00437	0	57.1
57.1	0.00167	0.00453	0	57.1
57.1	0.00172	0.0047	0	57.1
57.1	0.00177	0.00487	0	57.1
57.1	0.00176	-0.00495	-1	57.1
57.1	0.00172	-0.00478	0	57.1
57.1	0.00167	-0.00462	0	57.1
57.1	0.00162	-0.00446	0	57.1
57.2	0.00158	-0.0043	0	57.1
57.2	0.00154	-0.00415	0	57.2
57.2	0.0015	-0.004	0	57.2
57.2	0.00146	-0.00385	0	57.2
57.2	0.00142	-0.00371	0	57.2
57.2	0.00138	-0.00357	0	57.2
57.2	0.00135	-0.00344	0	57.2
57.2	0.00131	-0.00331	0	57.2
57.2	0.00128	-0.00318	0	57.2
57.2	0.00125	-0.00306	0	57.2
57.3	0.00122	-0.00294	0	57.2
57.3	0.00119	-0.00282	0	57.3
57.3	0.00116	-0.0027	0	57.3
57.3	0.00114	-0.00259	0	57.3
57.3	0.00111	-0.00248	0	57.3
57.3	0.00109	-0.00237	0	57.3
57.3	0.00107	-0.00226	0	57.3
57.3	0.00104	-0.00216	0	57.3
57.3	0.00102	-0.00206	0	57.3
57.3	0.001	-0.00196	0	57.3
57.4	0.000983	-0.00186	0	57.3
57.4	0.000965	-0.00177	0	57.4
57.4	0.000948	-0.00167	0	57.4
57.4	0.000932	-0.00158	0	57.4
57.4	0.000916	-0.00149	0	57.4
57.4	0.000902	-0.0014	0	57.4
57.4	0.000888	-0.00131	0	57.4
57.4	0.000876	-0.00123	0	57.4
57.4	0.000864	-0.00114	0	57.4
57.4	0.000853	-0.00106	0	57.4
57.5	0.000843	-0.000975	0	57.4
57.5	0.000833	-0.000892	0	57.5
57.5	0.000825	-0.000811	0	57.5
57.5	0.000817	-0.000731	0	57.5
57.5	0.00081	-0.000651	0	57.5
57.5	0.000804	-0.000572	0	57.5
57.5	0.000799	-0.000493	0	57.5
57.5	0.000794	-0.000415	0	57.5
57.5	0.00079	-0.000337	0	57.5
57.5	0.000787	-0.00026	0	57.5
57.6	0.000785	-0.000183	0	57.5
57.6	0.000784	-0.000106	0	57.6
57.6	0.000783	-2.89e-05	0	57.6
57.6	0.000783	4.79e-05	0	57.6
57.6	0.000784	0.000125	0	57.6
57.6	0.000786	0.000202	0	57.6
57.6	0.000788	0.000279	0	57.6
57.6	0.000791	0.000356	0	57.6
57.6	0.000795	0.000434	0	57.6
57.6	0.0008	0.000512	0	57.6
57.7	0.000805	0.000591	0	57.6
57.7	0.000812	0.000671	0	57.7
57.7	0.000819	0.00075	0	57.7
57.7	0.000827	0.000831	0	57.7
57.7	0.000835	0.000913	0	57.7
57.7	0.000845	0.000995	0	57.7
57.7	0.000855	0.00108	0	57.7
57.7	0.000867	0.00116	0	57.7
57.7	0.000879	0.00125	0	57.7
57.7	0.000892	0.00134	0	57.7
57.8	0.000905	0.00142	0	57.7
57.8	0.00092	0.00151	0	57.8
57.8	0.000936	0.0016	0	57.8
57.8	0.000952	0.0017	0	57.8
57.8	0.00097	0.00179	0	57.8
57.8	0.000988	0.00189	0	57.8
57.8	0.00101	0.00198	0	57.8
57.8	0.00103	0.00208	0	57.8
57.8	0.00105	0.00219	0	57.8
57.8	0.00107	0.00229	0	57.8
57.9	0.00109	0.0024	0	57.8
57.9	0.00112	0.00251	0	57.9
57.9	0.00114	0.00262	0	57.9
57.9	0.00117	0.00273	0	57.9
57.9	0.0012	0.00285	0	57.9
57.9	0.00123	0.00297	0	57.9
57.9	0.00126	0.00309	0	57.9
57.9	0.00129	0.00321	0	57.9
57.9	0.00132	0.00334	0	57.9
57.9	0.00136	0.00347	0	57.9
58	0.00139	0.00361	0	57.9
58	0.00143	0.00375	0	58
58	0.00147	0.00389	0	58
58	0.00151	0.00403	0	58
58	0.00155	0.00418	0	58
58	0.00159	0.00434	0	58
58	0.00163	0.0045	0	58
58	0.00168	0.00466	0	58
58	0.00173	0.00483	0	58
58	0.00178	0.005	0	58
58.1	0.00178	-0.00483	-1	58
58.1	0.00173	-0.00466	0	58.1
58.1	0.00168	-0.00449	0	58.1
58.1	0.00164	-0.00433	0	58.1
58.1	0.0016	-0.00417	0	58.1
58.1	0.00156	-0.00401	0	58.1
58.1	0.00152	-0.00386	0	58.1
58.1	0.00148	-0.00371	0	58.1
58.1	0.00144	-0.00357	0	58.1
58.1	0.00141	-0.00343	0	58.1
58.2	0.00138	-0.00329	0	58.1
58.2	0.00134	-0.00316	0	58.2
58.2	0.00131	-0.00303	0	58.2
58.2	0.00128	-0.0029	0	58.2
58.2	0.00125	-0.00278	0	58.2
58.2	0.00123	-0.00266	0	58.2
58.2	0.0012	-0.00254	0	58.2
58.2	0.00118	-0.00242	0	58.2
58.2	0.00115	-0.00231	0	58.2
58.2	0.00113	-0.00219	0	58.2
58.3	0.00111	-0.00209	0	58.2
58.3	0.00109	-0.00198	0	58.3
58.3	0.00107	-0.00187	0	58.3
58.3	0.00105	-0.00177	0	58.3
58.3	0.00103	-0.00167	0	58.3
58.3	0.00102	-0.00156	0	58.3
58.3	0.001	-0.00147	0	58.3
58.3	0.000988	-0.00137	0	58.3
58.3	0.000975	-0.00127	0	58.3
58.3	0.000963	-0.00118	0	58.3
58.4	0.000951	-0.00108	0	58.3
58.4	0.000941	-0.00099	0	58.4
58.4	0.000932	-0.000898	0	58.4
58.4	0.000923	-0.000807	0	58.4
58.4	0.000915	-0.000717	0	58.4
58.4	0.000909	-0.000628	0	58.4
58.4	0.000903	-0.000539	0	58.4
58.4	0.000898	-0.00045	0	58.4
58.4	0.000894	-0.000363	0	58.4
58.4	0.000891	-0.000275	0	58.4
58.5	0.000888	-0.000188	0	58.4
58.5	0.000887	-0.000101	0	58.5
58.5	0.000886	-1.37e-05	0	58.5
58.5	0.000887	7.32e-05	0	58.5
58.5	0.000888	0.00016	0	58.5
58.5	0.00089	0.000247	0	58.5
58.5	0.000893	0.000335	0	58.5
58.5	0.000897	0.000423	0	58.5
58.5	0.000901	0.000511	0	58.5
58.5	0.000907	0.0006	0	58.5
58.6	0.000913	0.000689	0	58.5
58.6	0.000921	0.000779	0	58.6
58.6	0.000929	0.000869	0	58.6
58.6	0.000938	0.000961	0	58.6
58.6	0.000948	0.00105	0	58.6
58.6	0.000959	0.00115	0	58.6
58.6	0.000971	0.00124	0	58.6
58.6	0.000984	0.00134	0	58.6
58.6	0.000998	0.00143	0	58.6
58.6	0.00101	0.00153	0	58.6
58.7	0.00103	0.00163	0	58.6
58.7	0.00105	0.00174	0	58.7
58.7	0.00106	0.00184	0	58.7
58.7	0.00108	0.00194	0	58.7
58.7	0.0011	0.00205	0	58.7
58.7	0.00112	0.00216	0	58.7
58.7	0.00115	0.00227	0	58.7
58.7	0.00117	0.00238	0	58.7
58.7	0.00119	0.0025	0	58.7
58.7	0.00122	0.00262	0	58.7
58.8	0.00125	0.00274	0	58.7
58.8	0.00127	0.00286	0	58.8
58.8	0.0013	0.00299	0	58.8
58.8	0.00133	0.00312	0	58.8
58.8	0.00136	0.00325	0	58.8
58.8	0.0014	0.00339	0	58.8
58.8	0.00143	0.00353	0	58.8
58.8	0.00147	0.00367	0	58.8
58.8	0.00151	0.00381	0	58.8
58.8	0.00154	0.00396	0	58.8
58.9	0.00159	0.00412	0	58.8
58.9	0.00163	0.00427	0	58.9
58.9	0.00167	0.00444	0	58.9
58.9	0.00172	0.0046	0	58.9
58.9	0.00176	0.00477	0	58.9
58.9	0.00181	0.00495	0	58.9
58.9	0.00181	-0.00487	-1	58.9
58.9	0.00176	-0.0047	0	58.9
58.9	0.00172	-0.00453	0	58.9
58.9	0.00167	-0.00436	0	58.9
59	0.00163	-0.0042	0	58.9
59	0.00159	-0.00404	0	59
59	0.00155	-0.00389	0	59
59	0.00151	-0.00374	0	59
59	0.00148	-0.00359	0	59
59	0.00144	-0.00345	0	59
59	0.00141	-0.00331	0	59
59	0.00137	-0.00317	0	59
59	0.00134	-0.00304	0	59
59	0.00131	-0.00291	0	59
59.1	0.00128	-0.00278	0	59
59.1	0.00126	-0.00266	0	59.1
59.1	0.00123	-0.00253	0	59.1
59.1	0.00121	-0.00241	0	59.1
59.1	0.00118	-0.0023	0	59.1
59.1	0.00116	-0.00218	0	59.1
59.1	0.00114	-0.00207	0	59.1
59.1	0.00112	-0.00196	0	59.1
59.1	0.0011	-0.00185	0	59.1
59.1	0.00108	-0.00174	0	59.1
59.2	0.00107	-0.00164	0	59.1
59.2	0.00105	-0.00153	0	59.2
59.2	0.00103	-0.00143	0	59.2
59.2	0.00102	-0.00133	0	59.2
59.2	0.00101	-0.00123	0	59.2
59.2	0.000996	-0.00113	0	59.2
59.2	0.000986	-0.00104	0	59.2
59.2	0.000976	-0.000939	0	59.2
59.2	0.000967	-0.000844	0	59.2
59.2	0.000959	-0.000749	0	59.2
59.3	0.000952	-0.000655	0	59.2
59.3	0.000946	-0.000562	0	59.3
59.3	0.000941	-0.00047	0	59.3
59.3	0.000936	-0.000378	0	59.3
59.3	0.000933	-0.000286	0	59.3
59.3	0.000931	-0.000195	0	59.3
59.3	0.000929	-0.000103	0	59.3
59.3	0.000929	-1.23e-05	0	59.3
59.3	0.000929	7.88e-05	0	59.3
59.3	0.00093	0.00017	0	59.3
59.4	0.000932	0.000261	0	59.3
59.4	0.000935	0.000353	0	59.4
59.4	0.000939	0.000445	0	59.4
59.4	0.000944	0.000537	0	59.4
59.4	0.00095	0.00063	0	59.4
59.4	0.000957	0.000724	0	59.4
59.4	0.000965	0.000818	0	59.4
59.4	0.000973	0.000913	0	59.4
59.4	0.000983	0.00101	0	59.4
59.4	0.000993	0.00111	0	59.4
59.5	0.001	0.0012	0	59.4
59.5	0.00102	0.0013	0	59.5
59.5	0.00103	0.0014	0	59.5
59.5	0.00105	0.00151	0	59.5
59.5	0.00106	0.00161	0	59.5
59.5	0.00108	0.00171	0	59.5
59.5	0.0011	0.00182	0	59.5
59.5	0.00111	0.00193	0	59.5
59.5	0.00113	0.00204	0	59.5
59.5	0.00115	0.00215	0	59.5
59.6	0.00118	0.00227	0	59.5
59.6	0.0012	0.00238	0	59.6
59.6	0.00122	0.0025	0	59.6
59.6	0.00125	0.00262	0	59.6
59.6	0.00128	0.00275	0	59.6
59.6	0.00131	0.00287	0	59.6
59.6	0.00133	0.003	0	59.6
59.6	0.00137	0.00313	0	59.6
59.6	0.0014	0.00327	0	59.6
59.6	0.00143	0.00341	0	59.6
59.7	0.00147	0.00355	0	59.6
59.7	0.0015	0.0037	0	59.7
59.7	0.00154	0.00385	0	59.7
59.7	0.00158	0.004	0	59.7
59.7	0.00162	0.00416	0	59.7
59.7	0.00166	0.00432	0	59.7
59.7	0.00171	0.00448	0	59.7
59.7	0.00175	0.00465	0	59.7
59.7	0.0018	0.00483	0	59.7
59.7	0.0018	-0.005	-1	59.7
59.8	0.00175	-0.00482	0	59.7
59.8	0.0017	-0.00465	0	59.8
59.8	0.00166	-0.00449	0	59.8
59.8	0.00161	-0.00433	0	59.8
59.8	0.00157	-0.00417	0	59.8
59.8	0.00153	-0.00402	0	59.8
59.8	0.00149	-0.00387	0	59.8
59.8	0.00145	-0.00373	0	59.8
59.8	0.00141	-0.00359	0	59.8
59.8	0.00138	-0.00345	0	59.8
59.9	0.00134	-0.00332	0	59.8
59.9	0.00131	-0.00319	0	59.9
59.9	0.00128	-0.00306	0	59.9
59.9	0.00125	-0.00294	0	59.9
59.9	0.00122	-0.00282	0	59.9
59.9	0.00119	-0.0027	0	59.9
59.9	0.00117	-0.00258	0	59.9
59.9	0.00114	-0.00247	0	59.9
59.9	0.00112	-0.00236	0	59.9
59.9	0.0011	-0.00225	0	59.9
60	0.00107	-0.00214	0	59.9
60	0.00105	-0.00204	0	60
60	0.00103	-0.00193	0	60
60	0.00101	-0.00183	0	60
60	0.000997	-0.00174	0	60
60	0.00098	-0.00164	0	60
60	0.000964	-0.00154	0	60
60	0.000949	-0.00145	0	60
60	0.000935	-0.00136	0	60
60	0.000922	-0.00127	0	60
60.1	0.00091	-0.00118	0	60
60.1	0.000898	-0.00109	0	60.1
60.1	0.000888	-0.001	0	60.1
60.1	0.000878	-0.000913	0	60.1
60.1	0.00087	-0.000828	0	60.1
60.1	0.000862	-0.000743	0	60.1
60.1	0.000855	-0.000658	0	60.1
60.1	0.000849	-0.000575	0	60.1
60.1	0.000843	-0.000492	0	60.1
60.1	0.000839	-0.000409	0	60.1
60.2	0.000835	-0.000327	0	60.1
60.2	0.000832	-0.000246	0	60.2
60.2	0.00083	-0.000164	0	60.2
60.2	0.000829	-8.26e-05	0	60.2
60.2	0.000829	-1.34e-06	0	60.2
60.2	0.000829	8e-05	0	60.2
60.2	0.00083	0.000161	0	60.2
60.2	0.000832	0.000243	0	60.2
60.2	0.000835	0.000325	0	60.2
60.2	0.000839	0.000407	0	60.2
60.3	0.000843	0.000489	0	60.2
60.3	0.000848	0.000572	0	60.3
60.3	0.000855	0.000656	0	60.3
60.3	0.000862	0.00074	0	60.3
60.3	0.000869	0.000825	0	60.3
60.3	0.000878	0.00091	0	60.3
60.3	0.000888	0.000997	0	60.3
60.3	0.000898	0.00108	0	60.3
60.3	0.000909	0.00117	0	60.3
60.3	0.000921	0.00126	0	60.3
60.4	0.000935	0.00135	0	60.3
60.4	0.000949	0.00145	0	60.4
60.4	0.000963	0.00154	0	60.4
60.4	0.000979	0.00164	0	60.4
60.4	0.000996	0.00173	0	60.4
60.4	0.00101	0.00183	0	60.4
60.4	0.00103	0.00193	0	60.4
60.4	0.00105	0.00203	0	60.4
60.4	0.00107	0.00214	0	60.4
60.4	0.0011	0.00224	0	60.4
60.5	0.00112	0.00235	0	60.4
60.5	0.00114	0.00246	0	60.5
60.5	0.00117	0.00258	0	60.5
60.5	0.00119	0.00269	0	60.5
60.5	0.00122	0.00281	0	60.5
60.5	0.00125	0.00293	0	60.5
60.5	0.00128	0.00306	0	60.5
60.5	0.00131	0.00318	0	60.5
60.5	0.00134	0.00331	0	60.5
60.5	0.00138	0.00345	0	60.5
60.6	0.00141	0.00358	0	60.5
60.6	0.00145	0.00372	0	60.6
60.6	0.00149	0.00387	0	60.6
60.6	0.00153	0.00402	0	60.6
60.6	0.00157	0.00417	0	60.6
60.6	0.00161	0.00432	0	60.6
60.6	0.00165	0.00448	0	60.6
60.6	0.0017	0.00465	0	60.6
60.6	0.00175	0.00482	0	60.6
60.6	0.0018	0.00499	0	60.6
60.7	0.0018	-0.00483	-1	60.6
60.7	0.00175	-0.00466	0	60.7
60.7	0.0017	-0.00449	0	60.7
60.7	0.00166	-0.00432	0	60.7
60.7	0.00162	-0.00416	0	60.7
60.7	0.00158	-0.00401	0	60.7
60.7	0.00154	-0.00385	0	60.7
60.7	0.0015	-0.0037	0	60.7
60.7	0.00146	-0.00356	0	60.7
60.7	0.00143	-0.00342	0	60.7
60.8	0.00139	-0.00328	0	60.7
60.8	0.00136	-0.00314	0	60.8
60.8	0.00133	-0.00301	0	60.8
60.8	0.0013	-0.00288	0	60.8
60.8	0.00127	-0.00276	0	60.8
60.8	0.00125	-0.00263	0	60.8
60.8	0.00122	-0.00251	0	60.8
60.8	0.0012	-0.00239	0	60.8
60.8	0.00117	-0.00228	0	60.8
60.8	0.00115	-0.00216	0	60.8
60.9	0.00113	-0.00205	0	60.8
60.9	0.00111	-0.00194	0	60.9
60.9	0.00109	-0.00183	0	60.9
60.9	0.00107	-0.00173	0	60.9
60.9	0.00106	-0.00162	0	60.9
60.9	0.00104	-0.00152	0	60.9
60.9	0.00103	-0.00142	0	60.9
60.9	0.00101	-0.00132	0	60.9
60.9	0.001	-0.00122	0	60.9
60.9	0.000989	-0.00112	0	60.9
61	0.000978	-0.00102	0	60.9
61	0.000968	-0.000928	0	61
61	0.00096	-0.000833	0	61
61	0.000952	-0.00074	0	61
61	0.000945	-0.000647	0	61
61	0.000939	-0.000554	0	61
61	0.000934	-0.000462	0	61
61	0.00093	-0.000371	0	61
61	0.000926	-0.00028	0	61
61	0.000924	-0.000189	0	61
61.1	0.000923	-9.86e-05	0	61
61.1	0.000922	-8.13e-06	0	61.1
61.1	0.000922	8.23e-05	0	61.1
61.1	0.000924	0.000173	0	61.1
61.1	0.000926	0.000264	0	61.1
61.1	0.000929	0.000355	0	61.1
61.1	0.000933	0.000446	0	61.1
61.1	0.000938	0.000538	0	61.1
61.1	0.000944	0.00063	0	61.1
61.1	0.000951	0.000723	0	61.1
61.2	0.000958	0.000816	0	61.1
61.2	0.000967	0.000911	0	61.2
61.2	0.000976	0.00101	0	61.2
61.2	0.000987	0.0011	0	61.2
61.2	0.000998	0.0012	0	61.2
61.2	0.00101	0.0013	0	61.2
61.2	0.00102	0.0014	0	61.2
61.2	0.00104	0.0015	0	61.2
61.2	0.00105	0.0016	0	61.2
61.2	0.00107	0.00171	0	61.2
61.3	0.00109	0.00181	0	61.2
61.3	0.00111	0.00192	0	61.3
61.3	0.00113	0.00203	0	61.3
61.3	0.00115	0.00214	0	61.3
61.3	0.00117	0.00225	0	61.3
61.3	0.00119	0.00237	0	61.3
61.3	0.00122	0.00249	0	61.3
61.3	0.00124	0.00261	0	61.3
61.3	0.00127	0.00273	0	61.3
61.3	0.0013	0.00286	0	61.3
61.4	0.00133	0.00299	0	61.3
61.4	0.00136	0.00312	0	61.4
61.4	0.00139	0.00325	0	61.4
61.4	0.00142	0.00339	0	61.4
61.4	0.00146	0.00353	0	61.4
61.4	0.00149	0.00368	0	61.4
61.4	0.00153	0.00383	0	61.4
61.4	0.00157	0.00398	0	61.4
61.4	0.00161	0.00413	0	61.4
61.4	0.00165	0.00429	0	61.4
61.5	0.0017	0.00446	0	61.4
61.5	0.00174	0.00463	0	61.5
61.5	0.00179	0.0048	0	61.5
61.5	0.00184	0.00498	0	61.5
61.5	0.00184	-0.00484	-1	61.5
61.5	0.00179	-0.00466	0	61.5
61.5	0.00174	-0.00449	0	61.5
61.5	0.0017	-0.00432	0	61.5
61.5	0.00166	-0.00416	0	61.5
61.5	0.00162	-0.004	0	61.5
61.6	0.00158	-0.00384	0	61.5
61.6	0.00154	-0.00369	0	61.6
61.6	0.0015	-0.00354	0	61.6
61.6	0.00147	-0.00339	0	61.6
61.6	0.00144	-0.00325	0	61.6
61.6	0.0014	-0.00311	0	61.6
61.6	0.00137	-0.00297	0	61.6
61.6	0.00135	-0.00284	0	61.6
61.6	0.00132	-0.00271	0	61.6
61.6	0.00129	-0.00258	0	61.6
61.7	0.00127	-0.00246	0	61.6
61.7	0.00124	-0.00233	0	61.7
61.7	0.00122	-0.00221	0	61.7
61.7	0.0012	-0.00209	0	61.7
61.7	0.00118	-0.00198	0	61.7
61.7	0.00116	-0.00186	0	61.7
61.7	0.00114	-0.00175	0	61.7
61.7	0.00112	-0.00164	0	61.7
61.7	0.00111	-0.00153	0	61.7
61.7	0.00109	-0.00142	0	61.7
61.8	0.00108	-0.00131	0	61.7
61.8	0.00107	-0.00121	0	61.8
61.8	0.00106	-0.0011	0	61.8
61.8	0.00104	-0.001	0	61.8
61.8	0.00103	-0.0009	0	61.8
61.8	0.00103	-0.000799	0	61.8
61.8	0.00102	-0.000698	0	61.8
61.8	0.00101	-0.000599	0	61.8
61.8	0.00101	-0.0005	0	61.8
61.8	0.001	-0.000401	0	61.8
61.9	0.000999	-0.000303	0	61.8
61.9	0.000996	-0.000205	0	61.9
61.9	0.000995	-0.000108	0	61.9
61.9	0.000994	-9.97e-06	0	61.9
61.9	0.000995	8.76e-05	0	61.9
61.9	0.000996	0.000185	0	61.9
61.9	0.000998	0.000283	0	61.9
61.9	0.001	0.000381	0	61.9
61.9	0.00101	0.00048	0	61.9
61.9	0.00101	0.000579	0	61.9
62	0.00102	0.000678	0	61.9
62	0.00102	0.000778	0	62
62	0.00103	0.000879	0	62
62	0.00104	0.000981	0	62
62	0.00105	0.00108	0	62
62	0.00106	0.00119	0	62
62	0.00108	0.00129	0	62
62	0.00109	0.0014	0	62
62	0.0011	0.00151	0	62
62	0.00112	0.00162	0	62
62.1	0.00114	0.00173	0	62
62.1	0.00115	0.00184	0	62.1
62.1	0.00117	0.00195	0	62.1
62.1	0.00119	0.00207	0	62.1
62.1	0.00121	0.00219	0	62.1
62.1	0.00124	0.00231	0	62.1
62.1	0.00126	0.00243	0	62.1
62.1	0.00129	0.00255	0	62.1
62.1	0.00131	0.00268	0	62.1
62.1	0.00134	0.00281	0	62.1
62.2	0.00137	0.00295	0	62.1
62.2	0.0014	0.00308	0	62.2
62.2	0.00143	0.00322	0	62.2
62.2	0.00146	0.00336	0	62.2
62.2	0.0015	0.00351	0	62.2
62.2	0.00153	0.00366	0	62.2
62.2	0.00157	0.00381	0	62.2
62.2	0.00161	0.00396	0	62.2
